"Site","Date","TSS","TN-stream","TAN","TON","DIN","TKN","DRP","TP-stream","Chl.a-stream","lat","lon","Turbidity","waterType","Nitrate-N","TN-lake","TP-lake","Chl.a-lake","TP","TN","Chl.a"
"Lake Heron","2006-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.3,2,NA,87,3,0.9,3,87,0.9
"Lake Heron","2006-02-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.8,2,NA,140,2,1.2,2,140,1.2
"Lake Heron","2006-03-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,98,2,2.7,2,98,2.7
"Lake Heron","2006-04-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.3,2,NA,110,5,1.7,5,110,1.7
"Lake Heron","2007-01-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,130,6,0.9,6,130,0.9
"Lake Heron","2007-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.7,2,NA,280,3,1,3,280,1
"Lake Heron","2007-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.3,2,NA,110,4,1.1,4,110,1.1
"Lake Heron","2007-04-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.3,2,NA,77,5,4.5,5,77,4.5
"Lake Heron","2008-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.5,2,NA,NA,NA,0.9,NA,NA,0.9
"Lake Heron","2008-02-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1,2,NA,170,6,0.8,6,170,0.8
"Lake Heron","2008-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.4,2,NA,160,12,1.6,12,160,1.6
"Lake Heron","2008-04-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,140,4,2,4,140,2
"Lake Heron","2009-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.7,2,NA,150,9,2,9,150,2
"Lake Heron","2009-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.3,2,NA,130,4,1.2,4,130,1.2
"Lake Heron","2009-03-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.3,2,NA,140,9,2,9,140,2
"Lake Heron","2009-04-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.8,2,NA,140,25,2.2,25,140,2.2
"Lake Heron","2009-12-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,130,10,1.9,10,130,1.9
"Lake Heron","2010-01-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.5,2,NA,160,2,1.4,2,160,1.4
"Lake Heron","2010-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,180,6,4.8,6,180,4.8
"Lake Heron","2010-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.3,2,NA,140,2,1.4,2,140,1.4
"Lake Heron","2010-05-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.3,2,NA,140,14,1.1,14,140,1.1
"Lake Heron","2010-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.5,2,NA,160,9,1.2,9,160,1.2
"Lake Heron","2011-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.2,2,NA,110,8,2.5,8,110,2.5
"Lake Heron","2011-03-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.7,2,NA,240,28,1.4,28,240,1.4
"Lake Heron","2011-04-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,NA,2,NA,120,8,1.9,8,120,1.9
"Lake Heron","2011-12-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.5,2,NA,120,6,0.5,6,120,0.5
"Lake Heron","2012-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,160,8,1.2,8,160,1.2
"Lake Heron","2012-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,160,8,1,8,160,1
"Lake Heron","2012-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.3,2,NA,160,11,4.3,11,160,4.3
"Lake Heron","2012-05-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.3,2,NA,140,6,3.4,6,140,3.4
"Lake Heron","2013-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,125,2,0.5,2,125,0.5
"Lake Heron","2013-02-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,129,7,2.6,7,129,2.6
"Lake Heron","2013-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,161,2,1.7,2,161,1.7
"Lake Heron","2013-03-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,170,19,0.8,19,170,0.8
"Lake Heron","2013-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,220,11,0.4,11,220,0.4
"Lake Heron","2013-12-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,107,5,1.5,5,107,1.5
"Lake Heron","2014-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.7,2,NA,176,9,1,9,176,1
"Lake Heron","2014-02-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.1,2,NA,159,11,2.8,11,159,2.8
"Lake Heron","2014-03-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,440,6,1.8,6,440,1.8
"Lake Heron","2014-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,161,4,0.7,4,161,0.7
"Lake Heron","2014-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.9,2,NA,147,5,1.3,5,147,1.3
"Lake Heron","2015-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.5,2,NA,145,7,1.1,7,145,1.1
"Lake Heron","2015-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.5,2,NA,135,6,1.3,6,135,1.3
"Lake Heron","2015-03-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.8,2,NA,155,7,1,7,155,1
"Lake Heron","2015-05-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.5,2,NA,150,2,2.7,2,150,2.7
"Lake Heron","2015-12-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,122,2,1.5,2,122,1.5
"Lake Heron","2016-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,147,6,3.8,6,147,3.8
"Lake Heron","2016-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.9,2,NA,130,2,2,2,130,2
"Lake Heron","2016-03-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.7,2,NA,148,7,7.5,7,148,7.5
"Lake Heron","2016-04-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.8,2,NA,150,7,3.8,7,150,3.8
"Lake Heron","2017-01-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.9,2,NA,165,16,1.8,16,165,1.8
"Lake Heron","2017-02-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.7,2,NA,142,5,4.5,5,142,4.5
"Lake Heron","2017-03-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.5,2,NA,107,12,1.6,12,107,1.6
"Lake Heron","2017-04-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1,2,NA,172,6,7.7,6,172,7.7
"Lake Heron","2017-05-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.9,2,NA,144,4,3.9,4,144,3.9
"Lake Heron","2017-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,124,2,1.9,2,124,1.9
"Lake Heron","2018-01-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.9,2,NA,270,6,7.4,6,270,7.4
"Lake Heron","2018-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1,2,NA,162,7,7.7,7,162,7.7
"Lake Heron","2018-03-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1,2,NA,230,9,14,9,230,14
"Lake Heron","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.8,2,NA,200,6,11,6,200,11
"Lake Heron","2018-12-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.5,2,NA,141,4,1.6,4,141,1.6
"Lake Heron","2019-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.5,2,NA,140,2,3.9,2,140,3.9
"Lake Heron","2019-02-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,125,2,5.2,2,125,5.2
"Lake Heron","2019-03-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.9,2,NA,320,20,38,20,320,38
"Lake Heron","2019-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.6,2,NA,137,6,6.1,6,137,6.1
"Lake Heron","2019-12-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.1,2,NA,124,8,4.9,8,124,4.9
"Lake Heron","2020-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.8,2,NA,172,8,12,8,172,12
"Lake Heron","2020-02-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1,2,NA,250,12,16,12,250,16
"Lake Heron","2020-03-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.9,2,NA,200,10,14,10,200,14
"Lake Heron","2020-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.1,2,NA,146,8,5.8,8,146,5.8
"Lake Heron","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.4,2,NA,145,6,5.3,6,145,5.3
"Lake Heron","2021-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.9,2,NA,169,7,14.9,7,169,14.9
"Lake Heron","2021-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.2,2,NA,184,8,14.1,8,184,14.1
"Lake Heron","2021-03-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.9,2,NA,240,23,28,23,240,28
"Lake Heron","2021-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.2,2,NA,200,13,26,13,200,26
"Lake Heron","2021-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,2,2,NA,342,20,28,20,342,28
"Lake Heron","2022-01-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,2,2,NA,392,26,22,26,392,22
"Lake Heron","2022-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1,2,NA,193,11,17,11,193,17
"Lake Heron","2022-03-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,2.5,2,NA,280,27,57,27,280,57
"Lake Heron","2022-04-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,2.7,2,NA,340,29,60,29,340,60
"Lake Heron","2022-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.9,2,NA,181,9,10.2,9,181,10.2
"Lake Heron","2023-01-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,0.7,2,NA,260,11,17,11,260,17
"Lake Heron","2023-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.8,2,NA,330,30,58,30,330,58
"Lake Heron","2023-03-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.8,2,NA,280,24,48,24,280,48
"Lake Heron","2023-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.4843152666973,171.168909144017,1.6,2,NA,300,21,48,21,300,48
"Maori Lake - back","2008-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,NA,NA,2.8,NA,NA,2.8
"Maori Lake - back","2008-02-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.5,2,NA,460,15,3.2,15,460,3.2
"Maori Lake - back","2008-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.5,2,NA,480,16,2.9,16,480,2.9
"Maori Lake - back","2008-04-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.4,2,NA,380,11,2.5,11,380,2.5
"Maori Lake - back","2009-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.5,2,NA,560,30,1.3,30,560,1.3
"Maori Lake - back","2009-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.5,2,NA,440,11,3.3,11,440,3.3
"Maori Lake - back","2009-03-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.4,2,NA,400,10,3.1,10,400,3.1
"Maori Lake - back","2009-04-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.5,2,NA,330,15,2.3,15,330,2.3
"Maori Lake - back","2011-12-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,490,41,0.7,41,490,0.7
"Maori Lake - back","2012-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.4,2,NA,350,13,1.2,13,350,1.2
"Maori Lake - back","2012-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,440,27,0.8,27,440,0.8
"Maori Lake - back","2012-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.7,2,NA,340,15,3.1,15,340,3.1
"Maori Lake - back","2012-05-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.3,2,NA,300,12,0.1,12,300,0.1
"Maori Lake - back","2013-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,8.2,2,NA,840,54,7.3,54,840,7.3
"Maori Lake - back","2013-02-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.5,2,NA,290,10,1.3,10,290,1.3
"Maori Lake - back","2013-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.8,2,NA,320,2,1.7,2,320,1.7
"Maori Lake - back","2013-03-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.7,2,NA,330,17,0.2,17,330,0.2
"Maori Lake - back","2013-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,2.5,2,NA,620,32,1.8,32,620,1.8
"Maori Lake - back","2013-12-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1,2,NA,300,10,2.4,10,300,2.4
"Maori Lake - back","2014-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.8,2,NA,300,11,1.2,11,300,1.2
"Maori Lake - back","2014-02-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1.3,2,NA,370,18,0.3,18,370,0.3
"Maori Lake - back","2014-03-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1.3,2,NA,330,14,2.8,14,330,2.8
"Maori Lake - back","2014-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,3.4,2,NA,950,30,19.8,30,950,19.8
"Maori Lake - back","2014-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,5.1,2,NA,680,24,6,24,680,6
"Maori Lake - back","2015-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.4,2,NA,350,12,0.4,12,350,0.4
"Maori Lake - back","2015-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.9,2,NA,400,13,2.1,13,400,2.1
"Maori Lake - back","2015-03-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1.4,2,NA,580,32,3.2,32,580,3.2
"Maori Lake - back","2015-05-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.4,2,NA,330,10,1.4,10,330,1.4
"Maori Lake - back","2015-12-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1,2,NA,430,8,7,8,430,7
"Maori Lake - back","2016-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,330,10,2.9,10,330,2.9
"Maori Lake - back","2016-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1.4,2,NA,460,19,12,19,460,12
"Maori Lake - back","2016-03-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.8,2,NA,400,20,4.3,20,400,4.3
"Maori Lake - back","2016-04-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,380,20,2.6,20,380,2.6
"Maori Lake - back","2017-01-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,15,2,NA,1620,95,80,95,1620,80
"Maori Lake - back","2017-02-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,6.9,2,NA,760,24,9,24,760,9
"Maori Lake - back","2017-03-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,11,2,NA,780,22,40,22,780,40
"Maori Lake - back","2017-04-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.8,2,NA,390,13,2.7,13,390,2.7
"Maori Lake - back","2017-05-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,400,12,1.5,12,400,1.5
"Maori Lake - back","2017-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.4,2,NA,370,16,0.5,16,370,0.5
"Maori Lake - back","2018-01-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,5.3,2,NA,540,39,9,39,540,9
"Maori Lake - back","2018-02-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.7,2,NA,370,13,2.7,13,370,2.7
"Maori Lake - back","2018-03-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,410,13,1.8,13,410,1.8
"Maori Lake - back","2018-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.4,2,NA,670,8,2.1,8,670,2.1
"Maori Lake - back","2018-12-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1.6,2,NA,350,10,2,10,350,2
"Maori Lake - back","2019-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.8,2,NA,360,10,2.5,10,360,2.5
"Maori Lake - back","2019-02-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.7,2,NA,360,10,4.7,10,360,4.7
"Maori Lake - back","2019-03-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,400,12,3.1,12,400,3.1
"Maori Lake - back","2019-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1.7,2,NA,420,14,10,14,420,10
"Maori Lake - back","2019-12-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1,2,NA,520,24,13,24,520,13
"Maori Lake - back","2020-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.7,2,NA,390,14,7.5,14,390,7.5
"Maori Lake - back","2020-02-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,5.8,2,NA,600,28,53,28,600,53
"Maori Lake - back","2020-03-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.9,2,NA,440,21,18,21,440,18
"Maori Lake - back","2020-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.1,2,NA,440,12,5.4,12,440,5.4
"Maori Lake - back","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.5,2,NA,580,47,1.6,47,580,1.6
"Maori Lake - back","2021-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,8.4,2,NA,770,60,52,60,770,52
"Maori Lake - back","2021-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.1,2,NA,410,21,3.4,21,410,3.4
"Maori Lake - back","2021-03-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.2,2,NA,600,23,3.5,23,600,3.5
"Maori Lake - back","2021-04-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,360,12,4.7,12,360,4.7
"Maori Lake - back","2021-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1.4,2,NA,1200,32,5.2,32,1200,5.2
"Maori Lake - back","2022-01-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,2,2,NA,900,38,7.6,38,900,7.6
"Maori Lake - back","2022-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1.4,2,NA,480,119,11.8,119,480,11.8
"Maori Lake - back","2022-03-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,520,17,5.4,17,520,5.4
"Maori Lake - back","2022-04-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,610,19,3.8,19,610,3.8
"Maori Lake - back","2022-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,1.1,2,NA,880,40,7.4,40,880,7.4
"Maori Lake - back","2023-01-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.6,2,NA,820,28,2.5,28,820,2.5
"Maori Lake - back","2023-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.3,2,NA,740,23,4.8,23,740,4.8
"Maori Lake - back","2023-03-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.3,2,NA,750,18,4.6,18,750,4.6
"Maori Lake - back","2023-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5705335129022,171.167524305153,0.5,2,NA,730,16,3.8,16,730,3.8
"Maori Lake - front","2008-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,2.3,2,NA,NA,NA,0.7,NA,NA,0.7
"Maori Lake - front","2008-02-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,4.9,2,NA,480,33,12.3,33,480,12.3
"Maori Lake - front","2008-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,2.3,2,NA,400,17,3.7,17,400,3.7
"Maori Lake - front","2008-04-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,33,2,NA,570,48,9.7,48,570,9.7
"Maori Lake - front","2009-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.6,2,NA,280,8,0.6,8,280,0.6
"Maori Lake - front","2009-02-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.2,2,NA,370,6,1.4,6,370,1.4
"Maori Lake - front","2009-03-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.4,2,NA,300,7,0.4,7,300,0.4
"Maori Lake - front","2009-04-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.6,2,NA,290,10,1.2,10,290,1.2
"Maori Lake - front","2011-12-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,3.9,2,NA,600,38,6.9,38,600,6.9
"Maori Lake - front","2012-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.8,2,NA,270,10,1.2,10,270,1.2
"Maori Lake - front","2012-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.8,2,NA,340,9,1.7,9,340,1.7
"Maori Lake - front","2012-03-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.6,2,NA,410,16,50,16,410,50
"Maori Lake - front","2012-05-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,0.3,2,NA,370,2,0.9,2,370,0.9
"Maori Lake - front","2013-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.5753879063485,171.182263288245,1.3,2,NA,510,15,0.2,15,510,0.2
