"Site","Date","TSS","TN-stream","TAN","TON","DIN","TKN","DRP","TP-stream","Chl.a-stream","lat","lon","Turbidity","waterType","Nitrate-N","TN-lake","TP-lake","Chl.a-lake","TP","TN","Chl.a"
"Jacobs Stream","2019-01-29",10,450,5,0.35,NA,100,2,7,NA,-43.557909,171.19316,NA,1,350,NA,NA,NA,7,450,NA
"Jacobs Stream","2019-05-01",1.5,480,5,0.25,NA,230,2,7,NA,-43.557909,171.19316,NA,1,250,NA,NA,NA,7,480,NA
"Jacobs Stream","2019-06-06",1.5,470,5,0.184,NA,290,2,7,NA,-43.557909,171.19316,NA,1,184,NA,NA,NA,7,470,NA
"Jacobs Stream","2019-07-11",1.5,300,5,0.2,NA,100,2,2,NA,-43.557909,171.19316,NA,1,200,NA,NA,NA,2,300,NA
"Jacobs Stream","2019-08-23",1.5,220,5,0.121,NA,50,0.7,0.5,NA,-43.557909,171.19316,NA,1,121,NA,NA,NA,0.5,220,NA
"Jacobs Stream","2019-10-23",8,370,5,0.24,NA,130,2,16,NA,-43.557909,171.19316,NA,1,240,NA,NA,NA,16,370,NA
"Jacobs Stream","2019-12-18",6,310,5,0.056,NA,250,2,25,NA,-43.557909,171.19316,NA,1,56,NA,NA,NA,25,310,NA
"Jacobs Stream","2020-01-15",5,320,5,0.22,NA,50,2,2,NA,-43.557909,171.19316,NA,1,220,NA,NA,NA,2,320,NA
"Jacobs Stream","2020-02-11",6,350,5,0.32,NA,50,2,5,NA,-43.557909,171.19316,NA,1,320,NA,NA,NA,5,350,NA
"Jacobs Stream","2020-03-16",4,370,5,0.32,NA,50,2,4,NA,-43.557909,171.19316,NA,1,320,NA,NA,NA,4,370,NA
"Jacobs Stream","2020-06-02",6,390,5,0.28,NA,110,2,5,NA,-43.557909,171.19316,NA,1,280,NA,NA,NA,5,390,NA
"Jacobs Stream","2020-07-14",3,250,5,0.18,NA,50,2,10,NA,-43.557909,171.19316,NA,1,180,NA,NA,NA,10,250,NA
"Jacobs Stream","2020-08-11",6,370,5,0.194,NA,170,2,10,NA,-43.557909,171.19316,NA,1,194,NA,NA,NA,10,370,NA
"Jacobs Stream","2020-09-07",3,260,5,0.149,NA,110,2,10,NA,-43.557909,171.19316,NA,1,149,NA,NA,NA,10,260,NA
"Jacobs Stream","2020-12-02",1.5,250,5,0.131,NA,110,2,6,NA,-43.557909,171.19316,NA,1,131,NA,NA,NA,6,250,NA
"Jacobs Stream","2021-01-13",6,290,5,0.2,NA,50,2,10,NA,-43.557909,171.19316,NA,1,200,NA,NA,NA,10,290,NA
"Jacobs Stream","2021-02-24",4,250,5,0.21,NA,50,2,4,NA,-43.557909,171.19316,NA,1,210,NA,NA,NA,4,250,NA
"Jacobs Stream","2021-03-15",5,250,5,0.21,0.05,50,2,3,NA,-43.557909,171.19316,NA,1,210,NA,NA,NA,3,250,NA
"Jacobs Stream","2021-04-28",1.5,310,5,0.25,0.05,50,2,1,NA,-43.557909,171.19316,NA,1,250,NA,NA,NA,1,310,NA
"Jacobs Stream","2021-06-10",5,390,5,0.24,0.14,140,6,14,NA,-43.557909,171.19316,NA,1,240,NA,NA,NA,14,390,NA
"Jacobs Stream","2021-07-12",1.5,360,5,0.24,0.12,2,6,NA,120,-43.557909,171.19316,NA,1,240,NA,NA,NA,NA,360,120
"Jacobs Stream","2021-08-11",1.5,430,5,0.175,0.26,2,6,NA,260,-43.557909,171.19316,NA,1,175,NA,NA,NA,NA,430,260
"Jacobs Stream","2021-09-29",1.5,350,5,0.24,0.11,2,15,NA,110,-43.557909,171.19316,NA,1,240,NA,NA,NA,NA,350,110
"Jacobs Stream","2021-10-20",1.5,350,5,0.21,0.13,2,7,NA,130,-43.557909,171.19316,NA,1,210,NA,NA,NA,NA,350,130
"Jacobs Stream","2021-11-18",1.5,360,5,0.26,NA,50,2,12,NA,-43.557909,171.19316,NA,1,260,NA,NA,NA,12,360,NA
"Jacobs Stream","2021-12-14",1.5,500,5,0.26,NA,240,2,11,NA,-43.557909,171.19316,NA,1,260,NA,NA,NA,11,500,NA
"Jacobs Stream","2022-01-12",1.5,360,5,0.3,0.05,2,8,NA,NA,-43.557909,171.19316,NA,1,300,NA,NA,NA,NA,360,NA
"Jacobs Stream","2022-02-22",1.5,400,5,0.29,0.11,110,2,7,NA,-43.557909,171.19316,NA,1,290,NA,NA,NA,7,400,NA
"Jacobs Stream","2022-03-24",1.5,440,5,0.37,0.05,50,2,5,NA,-43.557909,171.19316,NA,1,370,NA,NA,NA,5,440,NA
"Jacobs Stream","2022-04-26",1.5,460,5,0.39,0.05,50,2,5,NA,-43.557909,171.19316,NA,1,390,NA,NA,NA,5,460,NA
"Jacobs Stream","2022-05-17",1.5,470,5,0.39,NA,50,2,5,NA,-43.557909,171.19316,NA,1,390,NA,NA,NA,5,470,NA
"Jacobs Stream","2022-06-16",1.5,300,5,0.22,0.05,50,2,10,NA,-43.557909,171.19316,NA,1,220,NA,NA,NA,10,300,NA
"Jacobs Stream","2022-07-25",1.5,320,5,0.106,NA,210,2,12,NA,-43.557909,171.19316,NA,1,106,NA,NA,NA,12,320,NA
"Jacobs Stream","2022-08-23",1.5,230,5,0.088,NA,150,2,10,NA,-43.557909,171.19316,NA,1,88,NA,NA,NA,10,230,NA
"Jacobs Stream","2022-09-20",3,340,5,0.23,NA,120,2,6,NA,-43.557909,171.19316,NA,1,230,NA,NA,NA,6,340,NA
"Jacobs Stream","2022-10-17",1.5,360,5,0.28,NA,50,2,7,NA,-43.557909,171.19316,NA,1,280,NA,NA,NA,7,360,NA
"Jacobs Stream","2022-11-17",1.5,360,5,0.28,NA,50,2,7,NA,-43.557909,171.19316,NA,1,280,NA,NA,NA,7,360,NA
"Jacobs Stream","2022-12-21",1.5,390,5,0.3,NA,50,2,6,NA,-43.557909,171.19316,NA,1,300,NA,NA,NA,6,390,NA
"Jacobs Stream","2023-01-17",3,360,5,0.3,NA,50,2,6,NA,-43.557909,171.19316,NA,1,300,NA,NA,NA,6,360,NA
"Jacobs Stream","2023-02-14",1.5,450,5,0.34,NA,110,2,16,NA,-43.557909,171.19316,NA,1,340,NA,NA,NA,16,450,NA
"Jacobs Stream","2023-03-15",82,430,5,0.34,NA,50,2,3,NA,-43.557909,171.19316,NA,1,340,NA,NA,NA,3,430,NA
"Jacobs Stream","2023-04-05",1.5,380,5,0.33,NA,50,2,3,NA,-43.557909,171.19316,NA,1,330,NA,NA,NA,3,380,NA
"Jacobs Stream","2023-05-11",1.5,350,5,0.26,NA,50,2,5,NA,-43.557909,171.19316,NA,1,260,NA,NA,NA,5,350,NA
"Jacobs Stream","2023-06-08",1.5,500,16,0.27,NA,230,2,6,NA,-43.557909,171.19316,NA,1,270,NA,NA,NA,6,500,NA
"Jacobs Stream","2023-07-06",1.5,370,5,0.3,NA,50,2,4,NA,-43.557909,171.19316,NA,1,300,NA,NA,NA,4,370,NA
"Jacobs Stream","2023-08-03",1.5,250,5,0.08,NA,170,2,8,NA,-43.557909,171.19316,NA,1,80,NA,NA,NA,8,250,NA
"Jacobs Stream","2023-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.557909,171.19316,NA,1,NA,NA,NA,NA,NA,NA,NA
"Jacobs Stream","2023-10-25",1.5,290,5,0.113,NA,170,2,7,NA,-43.557909,171.19316,NA,1,113,NA,NA,NA,7,290,NA
"Jacobs Stream","2023-11-14",1.5,250,5,0.139,NA,110,2,7,NA,-43.557909,171.19316,NA,1,139,NA,NA,NA,7,250,NA
"Lake Stream","2019-12-18",3,290,5,0.118,NA,170,2,12,NA,-43.43946,171.181455,NA,1,118,NA,NA,NA,12,290,NA
"Lake Stream","2020-01-15",1.5,180,5,0.012,NA,170,2,9,NA,-43.43946,171.181455,NA,1,12,NA,NA,NA,9,180,NA
"Lake Stream","2020-02-11",4,160,5,0.001,NA,160,2,20,NA,-43.43946,171.181455,NA,1,1,NA,NA,NA,20,160,NA
"Lake Stream","2020-03-16",1.5,110,5,0.001,NA,110,2,15,NA,-43.43946,171.181455,NA,1,1,NA,NA,NA,15,110,NA
"Lake Stream","2020-06-02",2,180,5,0.012,NA,170,2,6,4.1,-43.43946,171.181455,NA,1,12,NA,NA,NA,6,180,4.1
"Lake Stream","2020-07-14",1.5,55,5,0.029,NA,100,4,12,4.1,-43.43946,171.181455,NA,1,29,NA,NA,NA,12,55,4.1
"Lake Stream","2020-08-11",1.5,300,5,0.01,NA,290,2,12,3.4,-43.43946,171.181455,NA,1,10,NA,NA,NA,12,300,3.4
"Lake Stream","2020-09-07",1.5,230,5,0.003,NA,230,2,13,3.9,-43.43946,171.181455,NA,1,3,NA,NA,NA,13,230,3.9
"Lake Stream","2020-12-02",1.5,140,5,0.004,NA,140,2,7,2,-43.43946,171.181455,NA,1,4,NA,NA,NA,7,140,2
"Lake Stream","2021-01-13",1.5,160,5,0.004,NA,150,2,12,6.3,-43.43946,171.181455,NA,1,4,NA,NA,NA,12,160,6.3
"Lake Stream","2021-02-24",7,170,5,0.001,NA,170,2,19,13.3,-43.43946,171.181455,NA,1,1,NA,NA,NA,19,170,13.3
"Lake Stream","2021-03-15",4,140,5,0.001,0.14,140,2,15,9.9,-43.43946,171.181455,NA,1,1,NA,NA,NA,15,140,9.9
"Lake Stream","2021-04-28",1.5,150,5,0.001,0.15,150,2,10,10,-43.43946,171.181455,NA,1,1,NA,NA,NA,10,150,10
"Lake Stream","2021-06-10",7,150,5,0.004,0.15,150,2,12,3.8,-43.43946,171.181455,NA,1,4,NA,NA,NA,12,150,3.8
"Lake Stream","2021-07-12",24,170,5,0.012,0.16,2,12,6.2,160,-43.43946,171.181455,NA,1,12,NA,NA,NA,6.2,170,160
"Lake Stream","2021-08-11",17,280,5,0.013,0.27,2,26,9.7,270,-43.43946,171.181455,NA,1,13,NA,NA,NA,9.7,280,270
"Lake Stream","2021-09-29",1.5,55,5,0.005,0.05,2,8,4.4,50,-43.43946,171.181455,NA,1,5,NA,NA,NA,4.4,55,50
"Lake Stream","2021-10-20",3,130,5,0.001,0.13,2,8,4.1,130,-43.43946,171.181455,NA,1,1,NA,NA,NA,4.1,130,130
"Lake Stream","2021-11-18",3,170,5,0.001,NA,170,2,11,2.5,-43.43946,171.181455,NA,1,1,NA,NA,NA,11,170,2.5
"Lake Stream","2021-12-14",1.5,160,5,0.001,NA,160,2,13,4.2,-43.43946,171.181455,NA,1,1,NA,NA,NA,13,160,4.2
"Lake Stream","2022-01-12",1.5,110,5,0.001,0.11,2,15,5.1,NA,-43.43946,171.181455,NA,1,1,NA,NA,NA,5.1,110,NA
"Lake Stream","2022-02-22",4,150,5,0.001,0.15,150,2,17,9.1,-43.43946,171.181455,NA,1,1,NA,NA,NA,17,150,9.1
"Lake Stream","2022-03-24",3,160,5,0.001,0.15,150,2,13,11,-43.43946,171.181455,NA,1,1,NA,NA,NA,13,160,11
"Lake Stream","2022-04-26",8,170,5,0.002,0.17,170,2,21,31,-43.43946,171.181455,NA,1,2,NA,NA,NA,21,170,31
"Lake Stream","2022-05-17",5,210,36,0.011,NA,200,2,12,9.7,-43.43946,171.181455,NA,1,11,NA,NA,NA,12,210,9.7
"Lake Stream","2022-06-16",1.5,55,5,0.004,0.05,50,2,9,3.5,-43.43946,171.181455,NA,1,4,NA,NA,NA,9,55,3.5
"Lake Stream","2022-07-25",8,190,5,0.008,NA,180,2,15,4.2,-43.43946,171.181455,NA,1,8,NA,NA,NA,15,190,4.2
"Lake Stream","2022-08-23",6,100,5,0.027,NA,50,2,13,6.8,-43.43946,171.181455,NA,1,27,NA,NA,NA,13,100,6.8
"Lake Stream","2022-09-20",1.5,150,5,0.006,NA,150,2,8,5.5,-43.43946,171.181455,NA,1,6,NA,NA,NA,8,150,5.5
"Lake Stream","2022-10-17",1.5,110,5,0.002,NA,110,2,9,4.3,-43.43946,171.181455,NA,1,2,NA,NA,NA,9,110,4.3
"Lake Stream","2022-11-17",1.5,110,5,0.002,NA,110,2,9,4.3,-43.43946,171.181455,NA,1,2,NA,NA,NA,9,110,4.3
"Lake Stream","2022-12-21",1.5,110,5,0.001,NA,110,2,12,5.5,-43.43946,171.181455,NA,1,1,NA,NA,NA,12,110,5.5
"Lake Stream","2023-01-17",1.5,160,5,0.001,NA,160,2,13,3.6,-43.43946,171.181455,NA,1,1,NA,NA,NA,13,160,3.6
"Lake Stream","2023-02-14",1.5,160,5,0.001,NA,160,2,11,6.5,-43.43946,171.181455,NA,1,1,NA,NA,NA,11,160,6.5
"Lake Stream","2023-03-15",3,190,5,0.001,NA,190,2,21,13,-43.43946,171.181455,NA,1,1,NA,NA,NA,21,190,13
"Lake Stream","2023-04-05",6,270,5,0.001,NA,270,2,16,15,-43.43946,171.181455,NA,1,1,NA,NA,NA,16,270,15
"Lake Stream","2023-05-11",6,140,5,0.001,NA,140,2,15,13,-43.43946,171.181455,NA,1,1,NA,NA,NA,15,140,13
"Lake Stream","2023-06-08",1.5,170,5,0.009,NA,160,2,14,16,-43.43946,171.181455,NA,1,9,NA,NA,NA,14,170,16
"Lake Stream","2023-07-06",1.5,120,5,0.009,NA,110,2,11,7.5,-43.43946,171.181455,NA,1,9,NA,NA,NA,11,120,7.5
"Lake Stream","2023-08-03",1.5,130,5,0.003,NA,130,2,9,4.1,-43.43946,171.181455,NA,1,3,NA,NA,NA,9,130,4.1
"Lake Stream","2023-09-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.43946,171.181455,NA,1,NA,NA,NA,NA,NA,NA,NA
"Lake Stream","2023-10-25",1.5,130,5,0.001,NA,120,2,10,3.6,-43.43946,171.181455,NA,1,1,NA,NA,NA,10,130,3.6
"Lake Stream","2023-11-14",1.5,130,5,0.003,NA,130,2,10,2.1,-43.43946,171.181455,NA,1,3,NA,NA,NA,10,130,2.1
"Maori Lakes Outlet","2011-09-22",5,300,10,0.23,0.24,100,4,10,NA,-43.579612,171.176082,NA,1,230,NA,NA,NA,10,300,NA
"Maori Lakes Outlet","2011-12-12",10,380,10,0.065,0.075,320,4,19,NA,-43.579612,171.176082,NA,1,65,NA,NA,NA,19,380,NA
"Maori Lakes Outlet","2012-02-10",4,230,29,0.134,0.163,100,4,6,NA,-43.579612,171.176082,NA,1,134,NA,NA,NA,6,230,NA
"Maori Lakes Outlet","2012-02-23",10,310,30,0.056,0.086,260,4,14,NA,-43.579612,171.176082,NA,1,56,NA,NA,NA,14,310,NA
"Maori Lakes Outlet","2012-07-12",4,390,19,0.31,0.329,100,4,6,NA,-43.579612,171.176082,NA,1,310,NA,NA,NA,6,390,NA
"Maori Lakes Outlet","2012-07-30",5,440,12,0.25,0.262,200,4,24,NA,-43.579612,171.176082,NA,1,250,NA,NA,NA,24,440,NA
"Maori Lakes Outlet","2012-08-01",5,440,12,0.25,0.262,200,4,24,NA,-43.579612,171.176082,NA,1,250,NA,NA,NA,24,440,NA
"Maori Lakes Outlet","2012-08-16",1.5,350,10,0.145,0.155,210,4,15,NA,-43.579612,171.176082,NA,1,145,NA,NA,NA,15,350,NA
"Maori Lakes Outlet","2012-10-15",5,390,10,0.075,0.085,320,4,22,NA,-43.579612,171.176082,NA,1,75,NA,NA,NA,22,390,NA
"Maori Lakes Outlet","2012-11-07",1.5,350,10,0.152,0.162,200,4,6,NA,-43.579612,171.176082,NA,1,152,NA,NA,NA,6,350,NA
"Maori Lakes Outlet","2012-12-04",1.5,480,28,0.27,0.298,210,2,20,NA,-43.579612,171.176082,NA,1,270,NA,NA,NA,20,480,NA
"Maori Lakes Outlet","2013-01-16",4,480,19,0.26,0.279,230,2,23,NA,-43.579612,171.176082,NA,1,260,NA,NA,NA,23,480,NA
"Maori Lakes Outlet","2013-01-25",4,1120,33,0.32,0.353,800,2,12,NA,-43.579612,171.176082,NA,1,320,NA,NA,NA,12,1120,NA
"Maori Lakes Outlet","2013-02-25",1.5,410,42,0.31,0.352,100,2,12,NA,-43.579612,171.176082,NA,1,310,NA,NA,NA,12,410,NA
"Maori Lakes Outlet","2013-03-13",1.5,470,30,0.32,0.35,150,2,14,NA,-43.579612,171.176082,NA,1,320,NA,NA,NA,14,470,NA
"Maori Lakes Outlet","2013-03-21",1.5,540,41,0.32,0.361,220,2,10,NA,-43.579612,171.176082,NA,1,320,NA,NA,NA,10,540,NA
"Maori Lakes Outlet","2013-05-01",1.5,650,35,0.39,0.056,260,2,6,NA,-43.579612,171.176082,NA,1,390,NA,NA,NA,6,650,NA
"Maori Lakes Outlet","2013-05-29",8,400,1.6,0.36,0.5216,50,2,17,NA,-43.579612,171.176082,NA,1,360,NA,NA,NA,17,400,NA
"Maori Lakes Outlet","2013-07-22",1.5,680,17,0.52,0.497,170,2,9,NA,-43.579612,171.176082,NA,1,520,NA,NA,NA,9,680,NA
"Maori Lakes Outlet","2013-08-15",1.5,790,5,0.48,NA,310,2,11,NA,-43.579612,171.176082,NA,1,480,NA,NA,NA,11,790,NA
"Maori Lakes Outlet","2013-10-04",1.5,430,5,0.27,NA,150,2,9,NA,-43.579612,171.176082,NA,1,270,NA,NA,NA,9,430,NA
"Maori Lakes Outlet","2013-11-14",1.5,410,11,0.24,NA,180,2,8,NA,-43.579612,171.176082,NA,1,240,NA,NA,NA,8,410,NA
"Maori Lakes Outlet","2013-12-18",1.5,530,5,0.32,NA,220,2,8,NA,-43.579612,171.176082,NA,1,320,NA,NA,NA,8,530,NA
"Maori Lakes Outlet","2014-02-11",1.5,470,24,0.3,NA,170,2,9,NA,-43.579612,171.176082,NA,1,300,NA,NA,NA,9,470,NA
"Maori Lakes Outlet","2014-03-20",1.5,520,28,0.35,NA,170,2,6,NA,-43.579612,171.176082,NA,1,350,NA,NA,NA,6,520,NA
"Maori Lakes Outlet","2014-05-22",1.5,570,37,0.4,NA,170,2,11,NA,-43.579612,171.176082,NA,1,400,NA,NA,NA,11,570,NA
"Maori Lakes Outlet","2014-06-13",31,800,20,0.33,NA,470,2,32,NA,-43.579612,171.176082,NA,1,330,NA,NA,NA,32,800,NA
"Maori Lakes Outlet","2014-07-10",8,550,21,0.42,NA,130,2,5,NA,-43.579612,171.176082,NA,1,420,NA,NA,NA,5,550,NA
"Maori Lakes Outlet","2014-08-13",4,460,5,0.28,NA,180,2,10,NA,-43.579612,171.176082,NA,1,280,NA,NA,NA,10,460,NA
"Maori Lakes Outlet","2014-09-18",4,460,5,0.32,NA,140,2,15,NA,-43.579612,171.176082,NA,1,320,NA,NA,NA,15,460,NA
"Maori Lakes Outlet","2014-10-14",5,420,13,0.27,NA,150,2,12,NA,-43.579612,171.176082,NA,1,270,NA,NA,NA,12,420,NA
"Maori Lakes Outlet","2014-11-26",21,550,5,0.24,NA,310,2,24,NA,-43.579612,171.176082,NA,1,240,NA,NA,NA,24,550,NA
"Maori Lakes Outlet","2014-12-17",7,440,27,0.2,NA,240,2,14,NA,-43.579612,171.176082,NA,1,200,NA,NA,NA,14,440,NA
"Maori Lakes Outlet","2015-01-12",11,510,19,0.32,NA,190,2,17,NA,-43.579612,171.176082,NA,1,320,NA,NA,NA,17,510,NA
"Maori Lakes Outlet","2015-02-17",6,420,31,0.19,NA,230,2,11,NA,-43.579612,171.176082,NA,1,190,NA,NA,NA,11,420,NA
"Maori Lakes Outlet","2015-04-01",1.5,360,26,0.25,NA,100,2,5,NA,-43.579612,171.176082,NA,1,250,NA,NA,NA,5,360,NA
"Maori Lakes Outlet","2015-04-22",1.5,390,57,0.3,NA,50,2,4,NA,-43.579612,171.176082,NA,1,300,NA,NA,NA,4,390,NA
"Maori Lakes Outlet","2015-06-24",4,640,5,0.36,NA,280,2,14,NA,-43.579612,171.176082,NA,1,360,NA,NA,NA,14,640,NA
"Maori Lakes Outlet","2015-07-23",1.5,770,10,0.67,NA,110,5,6,NA,-43.579612,171.176082,NA,1,670,NA,NA,NA,6,770,NA
"Maori Lakes Outlet","2015-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.579612,171.176082,NA,1,NA,NA,NA,NA,NA,NA,NA
"Maori Lakes Outlet","2015-08-12",4,790,5,0.62,NA,160,2,6,NA,-43.579612,171.176082,NA,1,620,NA,NA,NA,6,790,NA
"Maori Lakes Outlet","2015-09-24",1.5,760,5,0.53,NA,230,2,8,NA,-43.579612,171.176082,NA,1,530,NA,NA,NA,8,760,NA
"Maori Lakes Outlet","2016-01-20",9,500,5,0.18,NA,320,2,16,NA,-43.579612,171.176082,NA,1,180,NA,NA,NA,16,500,NA
"Maori Lakes Outlet","2016-02-17",7,400,5,0.14,NA,260,2,27,NA,-43.579612,171.176082,NA,1,140,NA,NA,NA,27,400,NA
"Maori Lakes Outlet","2016-03-15",4,430,5,0.25,NA,180,2,9,NA,-43.579612,171.176082,NA,1,250,NA,NA,NA,9,430,NA
"Maori Lakes Outlet","2016-04-18",1.5,520,21,0.38,NA,140,2,10,NA,-43.579612,171.176082,NA,1,380,NA,NA,NA,10,520,NA
"Maori Lakes Outlet","2016-05-17",7,730,31,0.52,NA,210,2,9,NA,-43.579612,171.176082,NA,1,520,NA,NA,NA,9,730,NA
"Maori Lakes Outlet","2016-06-30",6,670,27,0.48,NA,190,2,4,NA,-43.579612,171.176082,NA,1,480,NA,NA,NA,4,670,NA
"Maori Lakes Outlet","2016-08-18",3,600,5,0.48,NA,120,2,5,NA,-43.579612,171.176082,NA,1,480,NA,NA,NA,5,600,NA
"Maori Lakes Outlet","2016-10-05",5,630,5,0.36,NA,270,2,12,NA,-43.579612,171.176082,NA,1,360,NA,NA,NA,12,630,NA
"Maori Lakes Outlet","2016-11-10",6,540,11,0.33,NA,210,2,8,NA,-43.579612,171.176082,NA,1,330,NA,NA,NA,8,540,NA
"Maori Lakes Outlet","2017-01-26",16,560,5,0.134,NA,420,2,30,NA,-43.579612,171.176082,NA,1,134,NA,NA,NA,30,560,NA
"Maori Lakes Outlet","2017-03-23",3,460,12,0.24,NA,220,2,10,NA,-43.579612,171.176082,NA,1,240,NA,NA,NA,10,460,NA
"Maori Lakes Outlet","2017-07-04",1.5,510,5,0.28,NA,240,5,24,NA,-43.579612,171.176082,NA,1,280,NA,NA,NA,24,510,NA
"Maori Lakes Outlet","2017-08-23",1.5,580,5,0.36,NA,210,2,10,NA,-43.579612,171.176082,NA,1,360,NA,NA,NA,10,580,NA
"Maori Lakes Outlet","2017-10-09",9,660,5,0.25,NA,410,2,62,NA,-43.579612,171.176082,NA,1,250,NA,NA,NA,62,660,NA
"Maori Lakes Outlet","2017-11-22",3,740,5,0.36,NA,370,2,15,NA,-43.579612,171.176082,NA,1,360,NA,NA,NA,15,740,NA
"Maori Lakes Outlet","2018-01-31",8,740,41,0.42,NA,320,2,20,NA,-43.579612,171.176082,NA,1,420,NA,NA,NA,20,740,NA
"Maori Lakes Outlet","2018-02-27",1.5,640,12,0.41,NA,230,2,18,NA,-43.579612,171.176082,NA,1,410,NA,NA,NA,18,640,NA
"Maori Lakes Outlet","2018-03-26",4,700,5,0.46,NA,240,2,10,NA,-43.579612,171.176082,NA,1,460,NA,NA,NA,10,700,NA
"Maori Lakes Outlet","2018-05-02",5,710,17,0.28,NA,430,2,24,NA,-43.579612,171.176082,NA,1,280,NA,NA,NA,24,710,NA
"Maori Lakes Outlet","2018-05-28",7,810,5,0.57,NA,240,2,10,NA,-43.579612,171.176082,NA,1,570,NA,NA,NA,10,810,NA
"Maori Lakes Outlet","2018-07-05",5,710,19,0.58,NA,130,2,12,NA,-43.579612,171.176082,NA,1,580,NA,NA,NA,12,710,NA
"Maori Lakes Outlet","2018-11-30",4,480,5,0.193,NA,290,2,13,NA,-43.579612,171.176082,NA,1,193,NA,NA,NA,13,480,NA
"Maori Lakes Outlet","2019-01-29",5,480,25,0.26,NA,220,2,9,NA,-43.579612,171.176082,NA,1,260,NA,NA,NA,9,480,NA
"Maori Lakes Outlet","2019-05-01",24,770,19,0.46,NA,300,2,24,NA,-43.579612,171.176082,NA,1,460,NA,NA,NA,24,770,NA
"Maori Lakes Outlet","2019-06-06",19,690,19,0.43,NA,270,2,20,NA,-43.579612,171.176082,NA,1,430,NA,NA,NA,20,690,NA
"Maori Lakes Outlet","2019-07-11",4,600,5,0.44,NA,150,2,7,NA,-43.579612,171.176082,NA,1,440,NA,NA,NA,7,600,NA
"Maori Lakes Outlet","2019-08-23",5,570,5,0.42,NA,150,2,2,NA,-43.579612,171.176082,NA,1,420,NA,NA,NA,2,570,NA
"Maori Lakes Outlet","2019-10-23",4,560,5,0.41,NA,140,2,8,NA,-43.579612,171.176082,NA,1,410,NA,NA,NA,8,560,NA
"Maori Lakes Outlet","2019-12-18",5,450,5,0.21,NA,240,2,21,NA,-43.579612,171.176082,NA,1,210,NA,NA,NA,21,450,NA
"Maori Lakes Outlet","2020-01-15",6,520,5,0.39,NA,130,2,10,NA,-43.579612,171.176082,NA,1,390,NA,NA,NA,10,520,NA
"Maori Lakes Outlet","2020-02-11",5,500,14,0.39,NA,110,2,9,NA,-43.579612,171.176082,NA,1,390,NA,NA,NA,9,500,NA
"Maori Lakes Outlet","2020-03-16",4,540,12,0.44,NA,100,2,9,NA,-43.579612,171.176082,NA,1,440,NA,NA,NA,9,540,NA
"Maori Lakes Outlet","2020-06-02",6,780,27,0.59,NA,190,2,13,2.5,-43.579612,171.176082,NA,1,590,NA,NA,NA,13,780,2.5
"Maori Lakes Outlet","2020-07-14",4,550,5,0.49,NA,50,2,12,1.2,-43.579612,171.176082,NA,1,490,NA,NA,NA,12,550,1.2
"Maori Lakes Outlet","2020-08-11",4,600,5,0.47,NA,130,2,10,1.8,-43.579612,171.176082,NA,1,470,NA,NA,NA,10,600,1.8
"Maori Lakes Outlet","2020-09-07",4,480,5,0.37,NA,110,2,8,2.2,-43.579612,171.176082,NA,1,370,NA,NA,NA,8,480,2.2
"Maori Lakes Outlet","2020-12-02",39,590,5,0.192,NA,400,2,19,23,-43.579612,171.176082,NA,1,192,NA,NA,NA,19,590,23
"Maori Lakes Outlet","2021-01-13",6,250,5,0.117,NA,140,4,14,NA,-43.579612,171.176082,NA,1,117,NA,NA,NA,14,250,NA
"Maori Lakes Outlet","2021-02-24",41,480,5,0.28,NA,200,2,50,13.4,-43.579612,171.176082,NA,1,280,NA,NA,NA,50,480,13.4
"Maori Lakes Outlet","2021-03-15",7,210,5,0.141,0.05,50,2,6,3.2,-43.579612,171.176082,NA,1,141,NA,NA,NA,6,210,3.2
"Maori Lakes Outlet","2021-04-28",4,410,14,0.26,0.15,150,2,5,1.9,-43.579612,171.176082,NA,1,260,NA,NA,NA,5,410,1.9
"Maori Lakes Outlet","2021-06-10",8,730,16,0.5,0.22,220,2,14,2.2,-43.579612,171.176082,NA,1,500,NA,NA,NA,14,730,2.2
"Maori Lakes Outlet","2021-07-12",6,840,5,0.7,0.14,2,6,2.2,140,-43.579612,171.176082,NA,1,700,NA,NA,NA,2.2,840,140
"Maori Lakes Outlet","2021-08-11",1.5,700,5,0.52,0.18,2,10,1.9,180,-43.579612,171.176082,NA,1,520,NA,NA,NA,1.9,700,180
"Maori Lakes Outlet","2021-09-29",1.5,560,5,0.39,0.17,2,8,3.2,390,-43.579612,171.176082,NA,1,390,NA,NA,NA,3.2,560,390
"Maori Lakes Outlet","2021-10-20",7,480,5,0.33,0.15,2,15,2.3,150,-43.579612,171.176082,NA,1,330,NA,NA,NA,2.3,480,150
"Maori Lakes Outlet","2021-11-18",3,580,11,0.38,NA,200,0.5,11,NA,-43.579612,171.176082,NA,1,380,NA,NA,NA,11,580,NA
"Maori Lakes Outlet","2021-12-14",1.5,600,18,0.37,NA,240,2,16,2,-43.579612,171.176082,NA,1,370,NA,NA,NA,16,600,2
"Maori Lakes Outlet","2022-01-12",8,580,13,0.42,0.16,2,14,5.1,NA,-43.579612,171.176082,NA,1,420,NA,NA,NA,5.1,580,NA
